payer_alias_id,canonical_payer_id,example_raw_payer_name,clean_payer_name,match_scope,canonical_state,validation_status,review_status,reviewed_by,reviewed_at,active,evidence_source,evidence_url,notes
pa_bcbs_tn_generic,bcbs_tennessee,BCBS,bcbs,state,TN,source_verified,accepted,initial_seed,2026-05-28,true,bcbs_licensee_list,https://www.bcbs.com/about-us/blue-cross-blue-shield-system/state-health-plan-companies,State-scoped Tennessee generic BCBS payer value maps to BCBST unless plan context identifies Medicare Medicaid or another program.
pa_bcbs_tn_abbrev,bcbs_tennessee,BCBST,bcbst,global,NA,manual_alias,accepted,initial_seed,2026-05-25,true,bcbs_licensee_list,https://www.bcbs.com/about-us/blue-cross-blue-shield-system/state-health-plan-companies,Reviewed abbreviation for Blue Cross Blue Shield of Tennessee.
pa_bcbs_of_tn,bcbs_tennessee,BCBS of TN,bcbs of tn,global,NA,manual_alias,accepted,initial_seed,2026-05-25,true,bcbs_licensee_list,https://www.bcbs.com/about-us/blue-cross-blue-shield-system/state-health-plan-companies,Reviewed abbreviation for Blue Cross Blue Shield of Tennessee.
pa_bcbs_tn_full,bcbs_tennessee,Blue Cross Blue Shield of TN,blue cross blue shield of tn,global,NA,manual_alias,accepted,initial_seed,2026-05-25,true,bcbs_licensee_list,https://www.bcbs.com/about-us/blue-cross-blue-shield-system/state-health-plan-companies,Reviewed abbreviation for Blue Cross Blue Shield of Tennessee.
pa_bcbs_ga,bcbs_georgia,BCBSGA,bcbsga,global,NA,manual_alias,accepted,initial_seed,2026-05-25,true,bcbs_licensee_list,https://www.bcbs.com/about-us/blue-cross-blue-shield-system/state-health-plan-companies,Reviewed abbreviation for Blue Cross Blue Shield of Georgia.
pa_bluecard_network_p_tn,bcbs_tennessee,BLUECARD - NETWORK P,bluecard - network p,state,TN,source_verified,accepted,initial_seed,2026-05-28,true,bcbst_networks,https://www.bcbst.com/our-plans/employer-group-plans/our-networks,BlueCard Network P is Tennessee BCBST network context and not a separate payer. Confidence high.
pa_bluecard_network_s_tn,bcbs_tennessee,BLUECARD - NETWORK S,bluecard - network s,state,TN,source_verified,accepted,initial_seed,2026-05-28,true,bcbst_networks,https://www.bcbst.com/our-plans/employer-group-plans/our-networks,BlueCard Network S is Tennessee BCBST network context and not a separate payer. Confidence high.
pa_bluecare,bcbs_tennessee,BlueCare,bluecare,state,TN,manual_alias,accepted,initial_seed,2026-05-25,true,manual_review,,State-scoped Tennessee Blues Medicaid brand.
pa_blue_cross_ca,anthem_blue_cross_california,Blue Cross,blue cross,state,CA,source_verified,accepted,initial_seed,2026-05-28,true,anthem_ca_about,https://www.anthem.com/ca/about,State-scoped California Blue Cross payer value maps to Anthem Blue Cross unknown product unless plan context refines the product.
pa_blue_cross_ga,bcbs_georgia,Blue Cross,blue cross,state,GA,source_verified,accepted,initial_seed,2026-05-28,true,bcbs_licensee_list,https://www.bcbs.com/about-us/blue-cross-blue-shield-system/state-health-plan-companies,State-scoped Georgia Blue Cross payer value maps to Anthem BCBS Georgia unless plan context refines the product.
pa_blue_cross_tn,bcbs_tennessee,Blue Cross,blue cross,state,TN,source_verified,accepted,initial_seed,2026-05-28,true,bcbs_licensee_list,https://www.bcbs.com/about-us/blue-cross-blue-shield-system/state-health-plan-companies,State-scoped Tennessee Blue Cross payer value maps to BCBST unless plan context identifies Medicaid Medicare or another program.
pa_blue_cross_gmc_ca,anthem_blue_cross_california,Blue Cross GMC,blue cross gmc,state,CA,source_verified,accepted,initial_seed,2026-05-28,true,anthem_ca_medicaid,https://mss.anthem.com/california-medicaid/benefits/medi-cal-plan-benefits.html,California GMC payer text is treated as Anthem Blue Cross Medi-Cal managed care. Confidence medium because GMC abbreviation is inferred from California Medicaid context.
pa_blue_cross_senior_ca,anthem_blue_cross_california,Blue Cross Senior,blue cross senior,state,CA,source_verified,accepted,initial_seed,2026-05-28,true,anthem_ca_medicare,https://www.anthem.com/ca/medicare/medicare-advantage-plans/mediblue-hmo,California Blue Cross Senior payer value maps to Anthem Blue Cross Medicare Advantage. Confidence high.
pa_blue_shield_ca,blue_shield_california,Blue Shield,blue shield,state,CA,source_verified,accepted,initial_seed,2026-05-28,true,blue_shield_ca_about,https://news.blueshieldca.com/about/fact-sheet,State-scoped California Blue Shield payer value maps to Blue Shield of California unknown product unless plan context refines the product.
pa_blue_shield_senior_ca,blue_shield_california,Blue Shield Senior,blue shield senior,state,CA,source_verified,accepted,initial_seed,2026-05-28,true,blue_shield_ca_medicare,https://www.blueshieldca.com/en/medicare/medicare-plan-types/medicare-advantage-plans,California Blue Shield Senior payer value maps to Blue Shield of California Medicare Advantage. Confidence high.
pa_blue_cross_idaho,blue_cross_idaho,Blue Cross of Idaho,blue cross of idaho,global,NA,source_verified,accepted,initial_seed,2026-05-28,true,bcbs_licensee_list,https://www.bcbs.com/about-us/blue-cross-blue-shield-system/state-health-plan-companies,Observed Blue Cross of Idaho payer value maps to unknown product unless Medicare Advantage plan context applies.
pa_regence_blueshield_idaho,regence_blueshield_idaho,Regence Blueshield of Idaho,regence blueshield of idaho,global,NA,source_verified,accepted,initial_seed,2026-05-28,true,bcbs_licensee_list,https://www.bcbs.com/about-us/blue-cross-blue-shield-system/state-health-plan-companies,Observed Regence BlueShield of Idaho payer value maps to unknown product unless Medicare Advantage plan context applies.
pa_bcbs_michigan,bcbs_michigan,Blue Cross Blue Shield Of Michigan,blue cross blue shield of michigan,global,NA,source_verified,accepted,initial_seed,2026-05-28,true,bcbs_licensee_list,https://www.bcbs.com/about-us/blue-cross-blue-shield-system/state-health-plan-companies,Observed BCBS Michigan payer value maps to unknown product unless plan context identifies commercial Medicare Advantage Blue Care Network or FEP.
pa_basix,basix,Basix,basix,global,NA,source_verified,accepted,initial_seed,2026-05-29,true,basix_student,https://www.basixstudent.com/,Observed Basix payer value maps to the BASIX student health discount program and dental savings network rather than dental insurance.
pa_bright_health,bright_health,Bright Health,bright health,global,NA,source_verified,accepted,initial_seed,2026-05-29,true,neuehealth_rebrand,https://investors.neuehealth.com/news/news-details/2024/Bright-Health-Group-Adopts-NeueHealth-as-Corporate-Brand-Name/default.aspx,Observed Bright Health payer value maps to historical Bright HealthCare payer identity. Product context is classified separately.
pa_caresource,caresource,CareSource,caresource,global,NA,manual_exact,accepted,initial_seed,2026-05-25,true,manual_review,,Exact observed payer value.
pa_caresource_ga,caresource,CareSource GA,caresource ga,global,NA,manual_alias,accepted,initial_seed,2026-05-25,true,manual_review,,Observed state-specific CareSource alias.
pa_caresource_nc,caresource,CareSource NC,caresource nc,global,NA,manual_alias,accepted,initial_seed,2026-05-25,true,manual_review,,Observed state-specific CareSource alias.
pa_caresource_tn,caresource,CareSource TN,caresource tn,global,NA,manual_alias,accepted,initial_seed,2026-05-25,true,manual_review,,Observed state-specific CareSource alias.
pa_cigna,cigna,Cigna,cigna,global,NA,manual_exact,accepted,initial_seed,2026-05-25,true,manual_review,,Exact observed payer value.
pa_cigna_bh,cigna,Cigna BH,cigna bh,global,NA,source_verified,accepted,codex_research,2026-05-29,true,cigna_behavioral_health,https://www.cigna.com/health-care-providers/credentialing/join-behavioral-health-network,Observed Cigna BH payer value maps to Cigna with behavioral health benefit-line context.
pa_cigna_healthcare,cigna,Cigna Healthcare,cigna healthcare,global,NA,manual_alias,accepted,initial_seed,2026-05-25,true,manual_review,,Reviewed Cigna alias.
pa_cigna_healthspring_mcr_adv,cigna,Cigna HealthSpring MCR ADV,cigna healthspring mcr adv,global,NA,manual_alias,accepted,initial_seed,2026-05-25,true,manual_review,,Observed Medicare Advantage brand.
pa_clover,clover_health,Clover,clover,global,NA,manual_exact,accepted,initial_seed,2026-05-25,true,manual_review,,Exact observed payer value.
pa_block_vision,block_vision,Block Vision,block vision,global,NA,source_verified,accepted,initial_seed,2026-05-29,true,versant_experience,https://versanthealth.com/experience/,Observed Block Vision payer value maps to Block Vision vision benefit identity under the Versant Health family.
pa_davis_vision,davis_vision,Davis Vision,davis vision,global,NA,source_verified,accepted,initial_seed,2026-05-29,true,versant_about,https://versanthealth.com/about/,Observed Davis Vision payer value maps to Davis Vision managed vision benefit identity.
pa_dental_health_alliance,dental_health_alliance,Dental Health Alliance,dental health alliance,global,NA,source_verified,accepted,initial_seed,2026-05-29,true,dha_payor_list,https://www.sunlife.com/us/sl/dha/en/info/dentist-resources/payors/,Observed Dental Health Alliance payer value maps to the DHA dental network under Sun Life.
pa_delta_dental,delta_dental,Delta Dental,delta dental,global,NA,manual_exact,accepted,initial_seed,2026-05-25,true,manual_review,,Exact observed payer value.
pa_dentaquest,dentaquest,DentaQuest,dentaquest,global,NA,manual_exact,accepted,initial_seed,2026-05-25,true,manual_review,,Exact observed payer value.
pa_devoted_health,devoted_health,Devoted Health,devoted health,global,NA,manual_alias,accepted,initial_seed,2026-05-25,true,manual_review,,Reviewed Devoted Health alias.
pa_devoted_health_plan,devoted_health,Devoted Health Plan,devoted health plan,global,NA,manual_alias,accepted,initial_seed,2026-05-25,true,manual_review,,Reviewed Devoted Health alias.
pa_eyemed,eyemed,EyeMed,eyemed,global,NA,source_verified,accepted,initial_seed,2026-05-29,true,eyemed_about,https://www.eyemed.com/en-us/about-us,Observed EyeMed payer value maps to EyeMed vision benefits identity.
pa_first_health,first_health,First Health,first health,global,NA,manual_exact,accepted,initial_seed,2026-05-25,true,manual_review,,Exact observed payer value.
pa_first_health_coventry,first_health,First Health Coventry,first health coventry,global,NA,manual_exact,accepted,initial_seed,2026-05-25,true,manual_review,,Exact observed payer value.
pa_health_net_ca,health_net,Health Net,health net,state,CA,source_verified,accepted,initial_seed,2026-05-29,true,health_net_about,https://www.healthnet.com/content/healthnet/en_us/about-us.html,State-scoped California Health Net payer value maps to broad Health Net identity. Product and program context is classified separately.
pa_healthnet_ca,health_net,Healthnet,healthnet,state,CA,source_verified,accepted,initial_seed,2026-05-29,true,health_net_about,https://www.healthnet.com/content/healthnet/en_us/about-us.html,State-scoped compact Healthnet payer value maps to broad Health Net identity. Product and program context is classified separately.
pa_healthnet_senior_ca,health_net,Healthnet Senior,healthnet senior,state,CA,source_verified,accepted,initial_seed,2026-05-29,true,health_net_about,https://www.healthnet.com/content/healthnet/en_us/about-us.html,State-scoped Healthnet Senior payer value maps to broad Health Net identity with Medicare Advantage context.
pa_healthsmart,healthsmart,HealthSmart,healthsmart,global,NA,source_verified,accepted,initial_seed,2026-05-29,true,healthsmart_network,https://healthsmart.com/?tabid=79,Observed HealthSmart payer value maps to HealthSmart network identity. Commercial and workers comp context is classified separately.
pa_humana,humana,Humana,humana,global,NA,manual_exact,accepted,initial_seed,2026-05-27,true,manual_review,,Bare Humana maps to unknown product unless reviewed plan context identifies a product or network.
pa_humana_choicecare,humana,Humana ChoiceCare,humana choicecare,global,NA,manual_exact,accepted,initial_seed,2026-05-27,true,manual_review,,High-confidence Humana ChoiceCare payer value.
pa_humana_choicecare_ppo,humana,Humana ChoiceCare PPO,humana choicecare ppo,global,NA,manual_alias,accepted,initial_seed,2026-05-27,true,manual_review,,High-confidence Humana ChoiceCare PPO payer value.
pa_humana_ppo_choicecare,humana,Humana PPO/ChoiceCare,humana ppo/choicecare,global,NA,manual_alias,accepted,initial_seed,2026-05-27,true,manual_review,,High-confidence Humana PPO/ChoiceCare payer value.
pa_humanachoice,humana,HumanaChoice,humanachoice,global,NA,manual_alias,accepted,initial_seed,2026-05-27,true,manual_review,,Observed compact Humana Choice payer value.
pa_humana_medicare,humana,Humana Medicare,humana medicare,global,NA,manual_exact,accepted,initial_seed,2026-05-27,true,manual_review,,Humana Medicare payer value maps to Humana Medicare Advantage for negotiated-rate analysis.
pa_humana_medicare_advantage,humana,Humana Medicare Advantage,humana medicare advantage,global,NA,manual_exact,accepted,initial_seed,2026-05-27,true,manual_review,,High-confidence Humana Medicare Advantage payer value.
pa_humana_medicare_advantage_ppo,humana,Humana Medicare Advantage PPO,humana medicare advantage ppo,global,NA,manual_alias,accepted,initial_seed,2026-05-27,true,manual_review,,High-confidence Humana Medicare Advantage PPO payer value.
pa_humana_military,humana,Humana Military,humana military,global,NA,source_verified,accepted,initial_seed,2026-05-27,true,tricare_east,https://www.tricare.mil/east,Humana Military is the TRICARE East contractor context in observed hospital payer records.
pa_humana_military_east,humana,Humana Military East,humana military east,global,NA,source_verified,accepted,initial_seed,2026-05-27,true,tricare_east,https://www.tricare.mil/east,High-confidence Humana Military East payer value.
pa_humana_dental,humana,Humana Dental,humana dental,global,NA,manual_exact,accepted,initial_seed,2026-05-27,true,manual_review,,High-confidence Humana dental payer value.
pa_kaiser,kaiser_permanente,Kaiser,kaiser,global,NA,source_verified,accepted,codex_research,2026-05-29,true,kaiser_wa_health_plans,https://wa.kaiserpermanente.org/html/public/health-plans/,Observed Kaiser payer value maps to broad Kaiser Permanente identity. Regional product context is classified separately.
pa_kaiser_foundation_health_plan_wa,kaiser_permanente,Kaiser Foundation Health Plan of Washington,kaiser foundation health plan of washington,global,NA,source_verified,accepted,codex_research,2026-05-29,true,kaiser_wa_health_plans,https://wa.kaiserpermanente.org/html/public/health-plans/,Observed Washington Kaiser Foundation Health Plan payer value maps to broad Kaiser Permanente identity.
pa_kaiser_senior_advantage,kaiser_permanente,Kaiser Senior Advantage,kaiser senior advantage,global,NA,source_verified,accepted,codex_research,2026-05-29,true,kaiser_wa_health_plans,https://wa.kaiserpermanente.org/html/public/health-plans/,Observed Kaiser Senior Advantage payer value maps to Kaiser Permanente Medicare Advantage context.
pa_magellan,magellan,Magellan,magellan,global,NA,manual_exact,accepted,initial_seed,2026-05-25,true,manual_review,,Exact observed payer value.
pa_medcost,medcost,MedCost,medcost,global,NA,manual_exact,accepted,initial_seed,2026-05-25,true,manual_review,,Exact observed payer value.
pa_metlife,metlife,Met Life,met life,global,NA,manual_alias,accepted,initial_seed,2026-05-25,true,manual_review,,Reviewed MetLife alias.
pa_molina,molina,Molina,molina,global,NA,manual_alias,accepted,initial_seed,2026-05-25,true,manual_review,,Reviewed Molina alias.
pa_molina_healthcare,molina,Molina Healthcare,molina healthcare,global,NA,manual_exact,accepted,initial_seed,2026-05-25,true,manual_review,,Exact observed payer value.
pa_multiplan,multiplan,MultiPlan,multiplan,global,NA,source_verified,accepted,initial_seed,2026-05-29,true,multiplan_networks,https://www.multiplan.us/wp-content/uploads/2023/04/PRVP123_MultiPlan_Networks_4-2023.pdf,MultiPlan payer value maps to the MultiPlan network identity. Primary and complementary network context is classified separately.
pa_nhc_advantage,nhc_advantage,NHC Advantage,nhc advantage,global,NA,manual_exact,accepted,initial_seed,2026-05-25,true,manual_review,,Exact observed payer value.
pa_nhc,nhc_advantage,NHC,nhc,global,NA,source_verified,accepted,codex_research,2026-05-29,true,nhc_advantage_soc,https://nhcadvantageplan.com/wp-content/uploads/2021/04/NHC-Advantage-SOC-Updated-May-2024.pdf,Observed NHC payer value maps to NHC Advantage when paired with Medicare Advantage plan context.
pa_novanet,novanet,NovaNet,novanet,global,NA,source_verified,accepted,initial_seed,2026-05-29,true,novanet_ppo,https://novanetppo.com/,Observed NovaNet payer value maps to the NovaNet PPO network identity. Adult and pediatric plan text is context only.
pa_occunet,occunet,OccuNet,occunet,global,NA,source_verified,accepted,initial_seed,2026-05-29,true,occunet_home,https://www.occunet.com/,Observed OccuNet payer value maps to The OccuNet Company network and cost containment identity.
pa_optima_health,optima_health,Optima Health,optima health,global,NA,manual_exact,accepted,initial_seed,2026-05-25,true,manual_review,,Exact observed payer value.
pa_optum,optum,Optum,optum,global,NA,manual_exact,accepted,initial_seed,2026-05-25,true,manual_review,,Exact observed payer value.
pa_optumhealth,optum,Optumhealth,optumhealth,global,NA,source_verified,accepted,initial_seed,2026-05-28,true,optum_about,https://www.optum.com/en/about-us.html,Observed OptumHealth payer value maps to Optum. Optum is a UnitedHealth Group company.
pa_optum_vaccn,optum,OPTUM VACCN,optum vaccn,global,NA,source_verified,accepted,initial_seed,2026-05-29,true,va_ccn_optum,https://www.va.gov/COMMUNITYCARE/programs/veterans/CCN-Veterans.asp,Observed OPTUM VACCN payer value maps to Optum with VA Community Care Network context handled separately.
pa_oscar,oscar_health,Oscar,oscar,global,NA,manual_exact,accepted,initial_seed,2026-05-25,true,manual_review,,Exact observed payer value.
pa_pacific_health_alliance,pacific_health_alliance,PHA Pacific Health Alliance,pha pacific health alliance,global,NA,source_verified,accepted,codex_research,2026-05-29,true,pacific_health_alliance,https://www.pacifichealthalliance.com/,Observed PHA Pacific Health Alliance payer value maps to Pacific Health Alliance network identity.
pa_pacific_source,pacificsource,Pacific Source,pacific source,global,NA,source_verified,accepted,codex_research,2026-05-29,true,pacificsource_medicare,https://medicare.pacificsource.com/,Observed Pacific Source payer value maps to broad PacificSource identity. Product context is classified separately.
pa_peach_state,peach_state_health_plan,Peach State Hlth Plan,peach state hlth plan,global,NA,manual_alias,accepted,initial_seed,2026-05-25,true,manual_review,,Reviewed Peach State Health Plan alias.
pa_phcs,phcs,PHCS,phcs,global,NA,manual_exact,accepted,initial_seed,2026-05-25,true,manual_review,,Exact observed payer value.
pa_pnoa,pnoa,PNOA,pnoa,global,NA,source_verified,accepted,initial_seed,2026-05-29,true,pnoa_home,https://pnoa.com/,Observed PNOA payer value maps to Provider Network of America network identity. Product context is classified separately.
pa_santa_clara_family_health_plan,santa_clara_family_health_plan,Santa Clara Family Health Plan,santa clara family health plan,global,NA,source_verified,accepted,initial_seed,2026-05-29,true,scfhp_medical,https://www.scfhp.com/healthcare-plans/medi-cal/,Observed Santa Clara Family Health Plan payer value maps to the Santa Clara County Medi-Cal managed care plan.
pa_simpra_advantage,simpra_advantage,Simpra Advantage,simpra advantage,global,NA,manual_exact,accepted,initial_seed,2026-05-25,true,manual_review,,Exact observed payer value.
pa_superior_vision,superior_vision,Superior Vision,superior vision,global,NA,source_verified,accepted,initial_seed,2026-05-29,true,versant_about,https://versanthealth.com/about/,Observed Superior Vision payer value maps to Superior Vision managed vision benefit identity.
pa_sutter_select,sutter_select,Sutter Select,sutter select,global,NA,source_verified,accepted,codex_research,2026-05-29,true,sutterselect_umr,https://sutterselect.tpa.com/,Observed Sutter Select payer value maps to SutterSelect employer health plan identity with UMR administration noted in context.
pa_triwest_healthcare_alliance,triwest_healthcare_alliance,TriWest Healthcare Alliance,triwest healthcare alliance,global,NA,source_verified,accepted,codex_research,2026-05-29,true,va_ccn_providers,https://www.va.gov/COMMUNITYCARE/providers/Community-Care-Network.asp,Observed TriWest Healthcare Alliance payer value maps to TriWest VA Community Care Network administrator identity.
pa_uhc,unitedhealthcare,UHC,uhc,global,NA,source_verified,accepted,initial_seed,2026-05-28,true,uhc_home,https://www.uhc.com/,UHC abbreviation maps to UnitedHealthcare unknown product unless reviewed plan context identifies commercial Medicare Medicaid exchange dental VA CCN or another product.
pa_united,unitedhealthcare,United,united,global,NA,source_verified,accepted,initial_seed,2026-05-28,true,uhc_home,https://www.uhc.com/,Bare United payer value maps to UnitedHealthcare unknown product unless reviewed plan context identifies a product. Confidence medium because United can be ambiguous outside observed hospital context.
pa_united_healthcare,unitedhealthcare,United Healthcare,united healthcare,global,NA,source_verified,accepted,initial_seed,2026-05-28,true,uhc_home,https://www.uhc.com/,Broad United Healthcare payer value maps to unknown product unless reviewed plan context identifies commercial Medicare Medicaid exchange dental VA CCN or another product.
pa_unitedhealthcare,unitedhealthcare,Unitedhealthcare,unitedhealthcare,global,NA,source_verified,accepted,initial_seed,2026-05-28,true,uhc_home,https://www.uhc.com/,Concatenated UnitedHealthcare payer value maps to unknown product unless reviewed plan context identifies the product.
pa_united_healthcare_medicare,unitedhealthcare,United Healthcare Medicare,united healthcare medicare,global,NA,source_verified,accepted,initial_seed,2026-05-28,true,aarp_medicare_uhc,https://www.aarpmedicareplans.com/,Payer value explicitly names UnitedHealthcare Medicare and maps to UnitedHealthcare Medicare Advantage for negotiated-rate analysis.
pa_united_healthcare_west,unitedhealthcare,United Healthcare West,united healthcare west,state,CA,source_verified,accepted,initial_seed,2026-05-28,true,uhc_west_plan_codes,https://ams-gateway.uhcprovider.com/en/claims-payments-billing/uhcw-plan-codes.html,California UnitedHealthcare West payer value maps to UnitedHealthcare West HMO commercial context.
pa_united_healthcare_wisconsin,unitedhealthcare,"United Healthcare Of Wisconsin, Inc.","united healthcare of wisconsin, inc.",global,NA,source_verified,accepted,initial_seed,2026-05-28,true,cms_uhc_wisconsin,https://www.cms.gov/newsroom/press-releases/managed-care-plan-expands-include-medicare-beneficiaries-3-wisconsin-counties,Legal entity payer value maps to unknown product unless plan context identifies Medicare Advantage Medicaid VA CCN or commercial networks.
pa_umr,umr,UMR,umr,global,NA,source_verified,accepted,initial_seed,2026-05-28,true,umr_about,https://www.umr.com/about-umr,UMR is a UnitedHealth Group TPA for self-funded employer benefit plans.
pa_united_medical_resource_umr,umr,United Medical Resource(Umr),united medical resource(umr),global,NA,source_verified,accepted,initial_seed,2026-05-28,true,umr_about,https://www.umr.com/about-umr,Observed expanded UMR payer value maps to the UMR TPA bucket.
pa_surest,surest,Surest,surest,global,NA,source_verified,accepted,initial_seed,2026-05-28,true,surest_about,https://www.surest.com/our-story,Surest is an employer-sponsored UnitedHealthcare plan and is kept separate from generic UnitedHealthcare commercial.
pa_united_behavioral_health,optum,United Behavioral Health,united behavioral health,global,NA,source_verified,accepted,initial_seed,2026-05-28,true,uhc_behavioral_health,https://www.uhc.com/agents-brokers/employer-sponsored-plans/products-solutions/behavioral-health,United Behavioral Health maps to the Optum behavioral health benefit-line bucket.
pa_united_bh,optum,UNITED BH,united bh,global,NA,manual_alias,accepted,initial_seed,2026-05-28,true,uhc_behavioral_health,https://www.uhc.com/agents-brokers/employer-sponsored-plans/products-solutions/behavioral-health,Observed abbreviated United Behavioral Health payer value maps to Optum behavioral health.
pa_united_concordia,united_concordia,UnitedConcordia,unitedconcordia,global,NA,source_verified,accepted,initial_seed,2026-05-28,true,united_concordia,https://www.unitedconcordia.com/,United Concordia is a dental payer unrelated to UnitedHealth Group.
pa_united_mine_workers,umwa_health_retirement_funds,UNITED MINE WORKERS OF AMERICA,united mine workers of america,global,NA,source_verified,accepted,initial_seed,2026-05-28,true,umwa_funds,https://www.umwafunds.org/,Observed United Mine Workers payer value maps to the UMWA Health and Retirement Funds and is not UnitedHealthcare.
pa_upmc,upmc_health_plan,UPMC,upmc,global,NA,source_verified,accepted,initial_seed,2026-05-29,true,upmc_about,https://www.upmc.com/about,Observed UPMC payer value maps to UPMC Health Plan identity. Product context such as Medicare Advantage is classified separately.
pa_vsp,vsp,VSP,vsp,global,NA,source_verified,accepted,initial_seed,2026-05-29,true,vsp_vision_about,https://www.vspvision.com/newsroom/company-news/company-announcements/one-million-investment-in-vision-care-and-literacy,Observed VSP payer value maps to VSP Vision Care identity.
pa_wellcare,wellcare,Wellcare,wellcare,global,NA,manual_exact,accepted,initial_seed,2026-05-25,true,manual_review,,Exact observed payer value.
pa_wellcare_ky,wellcare,Wellcare of KY,wellcare of ky,global,NA,manual_alias,accepted,initial_seed,2026-05-25,true,manual_review,,Observed state-specific Wellcare alias.
pa_wellcare_medicare,wellcare,Wellcare Medicare,wellcare medicare,global,NA,manual_exact,accepted,initial_seed,2026-05-25,true,manual_review,,Observed Medicare Wellcare identity.
pa_wellcare_tn,wellcare,Wellcare of TN,wellcare of tn,global,NA,manual_alias,accepted,initial_seed,2026-05-25,true,manual_review,,Observed state-specific Wellcare alias.
pa_wellcare_health_plan_mcr_adv,wellcare,Wellcare Health Plan Inc MCR ADV,wellcare health plan inc mcr adv,global,NA,manual_alias,accepted,initial_seed,2026-05-25,true,manual_review,,Observed Medicare Advantage Wellcare alias.
pa_wellpoint,wellpoint,Wellpoint,wellpoint,global,NA,source_verified,accepted,initial_seed,2026-05-28,true,wellpoint_tn_medicaid,https://www.wellpoint.com/tn/medicaid,Bare Wellpoint payer value maps to unknown product because observed plan context includes TennCare Medicaid and Medicare Advantage.
pa_alexian_tn,ascension_living_alexian_pace,ALEXIAN,alexian,state,TN,source_verified,accepted,codex_research,2026-05-29,true,alexian_pace,https://www.ascensionliving.org/find-a-community/ascension-living-alexian-pace,State-scoped Tennessee Alexian payer value maps to Ascension Living Alexian PACE.
pa_central_health_plan,central_health_plan,Central Health Plan,central health plan,global,NA,source_verified,accepted,codex_research,2026-05-29,true,central_health_plan,https://www.centralhealthplan.com/Home,Observed Central Health Plan payer value maps to Central Health Medicare Plan.
pa_clever_care_golden_state,clever_care_health_plan,Clever Care of Golden State,clever care of golden state,global,NA,source_verified,accepted,codex_research,2026-05-29,true,clever_care_ma,https://clevercarehealthplan.com/wp-content/uploads/2020/10/2021_LIS-Summary_EN_web-201012.pdf,Observed Clever Care of Golden State payer value maps to Clever Care Health Plan Medicare Advantage identity.
pa_corvel_corporation,corvel,CorVel Corporation,corvel corporation,global,NA,source_verified,accepted,codex_research,2026-05-29,true,corvel_home,https://www.corvel.com/,Observed CorVel Corporation payer value maps to CorVel workers compensation claims administrator identity.
pa_healthcomp,healthcomp,Healthcomp,healthcomp,global,NA,source_verified,accepted,codex_research,2026-05-29,true,healthcomp_home,https://healthcomp.com/,Observed HealthComp payer value maps to HealthComp third-party administrator identity.
